60.000000	0.899773	1.428027	
50.000000	1.428027	1.486077	
50.000000	2.182676	2.496145	
49.000000	2.496145	2.612245	
67.000000	2.612245	2.751565	
75.000000	3.529433	3.552653	
108.000000	3.575873	4.138957	
60.000000	4.162177	4.707846	
95.000000	4.719456	5.276735	
83.000000	5.276735	5.282540	
48.000000	5.926893	6.124263	
58.000000	6.217143	6.507392	
62.000000	6.507392	6.664127	
62.000000	6.664127	6.786032	
62.000000	6.786032	6.849887	
50.000000	6.849887	6.913741	
50.000000	6.913741	7.517460	
52.000000	8.666848	8.817778	
57.000000	8.817778	9.270567
57.000000	11.104943	11.627392	
72.000000	11.760907	12.608435
52.000000	12.852245	12.898685	
54.000000	12.898685	13.154104	
52.000000	13.154104	13.461769	
57.000000	13.461769	13.601088	
50.000000	13.601088	14.036463
57.000000	14.303492	14.611156	
61.000000	14.611156	14.820136	
57.000000	14.820136	15.238095	
72.000000	15.423855	15.719909	
52.000000	15.719909	16.010159	
57.000000	16.010159	16.050794	
62.000000	16.050794	16.103039	
50.000000	16.103039	16.967982	
52.000000	17.351111	17.513651	
53.000000	17.513651	17.780680	
52.000000	17.780680	17.838730	
52.000000	17.838730	17.879365	
52.000000	17.879365	18.047710	
57.000000	18.047710	18.128980	
57.000000	18.128980	18.779138	
57.000000	18.779138	19.185488	
57.000000	20.021406	20.305850	
57.000000	20.305850	20.607710	
49.000000	20.607710	21.188209	
57.000000	21.188209	21.519093	
76.000000	21.519093	21.704853	
87.000000	21.704853	21.937052	
52.000000	22.331791	22.453696	
52.000000	22.453696	22.598821	
57.000000	22.598821	22.743946	
57.000000	22.743946	22.865850	
57.000000	23.446349	23.539229	
57.000000	23.539229	23.748209	
57.000000	23.748209	23.864308	
57.000000	23.864308	24.305488	
47.000000	24.305488	24.671202	
57.000000	24.671202	24.816327	
62.000000	24.816327	25.123991
52.000000	26.859683	27.149932	
57.000000	27.149932	27.237007	
57.000000	27.237007	27.887166	
57.000000	27.939410	28.885624
57.000000	29.158458	29.425488	
49.000000	29.425488	29.808617	
75.000000	30.743220	30.760635	
52.000000	31.416599	31.625578	
57.000000	31.689433	31.817143	
57.000000	31.817143	31.875193	
61.000000	32.531156	32.809796	
59.000000	32.809796	33.100045	
53.000000	33.100045	33.291610	
52.000000	33.291610	33.367075	
52.000000	33.367075	33.547029	
47.000000	33.547029	33.721179	
57.000000	33.721179	33.848889	
62.000000	33.848889	33.935964	
50.000000	33.935964	34.191383	
50.000000	34.191383	34.295873	
50.000000	34.295873	34.551293	
50.000000	34.551293	34.800907	
50.000000	34.800907	34.841542	
50.000000	34.841542	35.009887	
63.000000	35.009887	35.096961	
50.000000	35.096961	35.207256	
70.000000	35.207256	36.089615	
52.000000	36.089615	36.188299	
57.000000	36.188299	36.292789	
57.000000	36.292789	36.397279	
57.000000	36.397279	37.378322	
57.000000	37.378322	37.511837	
57.000000	37.511837	38.069116	
57.000000	38.069116	38.347755	
57.000000	38.347755	38.458050	
57.000000	38.458050	38.864399	
58.000000	39.009524	39.183673	
58.000000	39.183673	39.363628	
50.000000	39.369433	39.415873	
57.000000	39.415873	39.619048	
87.000000	40.205351	40.298231	
85.000000	40.298231	40.333061
50.000000	40.547846	40.605896	
88.000000	40.605896	40.675556	
61.000000	40.675556	40.954195	
61.000000	40.954195	41.023855	
57.000000	41.023855	41.128345	
61.000000	41.128345	41.499864	
57.000000	41.691429	41.824943	
61.000000	41.824943	41.871383	
49.000000	41.871383	42.144218	
57.000000	42.144218	42.341587	
50.000000	42.341587	42.991746	
55.000000	42.991746	43.340045	
87.000000	43.340045	43.392290	
47.000000	43.392290	44.228209	
90.000000	44.245624	44.292063
66.000000	45.075737	45.215057	
57.000000	45.215057	45.377596	
50.000000	45.377596	45.470476	
49.000000	45.470476	46.097415	
57.000000	46.097415	46.155465	
57.000000	46.155465	46.190295	
72.000000	46.190295	46.236735	
57.000000	46.236735	46.312200	
71.000000	46.312200	46.352834	
57.000000	46.352834	46.399274	
70.000000	46.399274	46.474739	
88.000000	46.474739	47.113288	
57.000000	47.368707	47.415147	
57.000000	47.415147	47.537052	
57.000000	47.537052	47.600907
58.000000	47.896961	48.338141	
57.000000	48.454240	48.663220	
57.000000	48.663220	48.727075	
59.000000	48.727075	48.732880	
52.000000	48.994104	49.197279	
52.000000	49.197279	49.295964	
52.000000	49.295964	49.388844	
49.000000	49.597823	49.679093	
49.000000	49.679093	49.719728	
52.000000	49.719728	49.812608	
52.000000	49.812608	50.126077	
52.000000	50.126077	50.306032	
52.000000	50.306032	50.398912	
75.000000	50.398912	50.480181	
57.000000	50.677551	50.782041	
57.000000	50.782041	50.845896	
57.000000	50.845896	50.898141	
49.000000	50.898141	51.112925	
57.000000	51.147755	51.223220	
61.000000	51.223220	51.298685	
52.000000	51.298685	51.362540	
84.000000	51.362540	51.467029	
50.000000	51.467029	51.536689	
48.000000	51.536689	51.728254	
47.000000	51.728254	51.821134	
47.000000	51.821134	51.914014	
57.000000	51.914014	51.966259	
57.000000	51.966259	52.053333	
50.000000	52.053333	52.424853	
50.000000	52.424853	52.860227	
50.000000	52.860227	52.941497	
62.000000	52.941497	53.167891	
52.000000	53.730975	53.852880	
49.000000	54.085079	54.166349	
54.000000	54.166349	54.323084	
57.000000	54.323084	54.491429	
57.000000	54.491429	55.536327	
52.000000	56.343220	56.430295	
57.000000	56.430295	56.598639	
49.000000	56.598639	56.935329	
57.000000	57.034014	57.562268	
58.000000	57.562268	57.614512	
59.000000	57.614512	57.742222	
50.000000	57.742222	57.835102	
95.000000	57.835102	58.340136	
49.000000	58.572336	58.671020	
49.000000	58.671020	58.827755	
57.000000	58.827755	59.123810	
52.000000	59.123810	59.251519	
51.000000	59.251519	59.338594	
51.000000	59.338594	59.396644	
52.000000	59.744943	59.826213	
52.000000	59.826213	60.000363	
49.000000	60.000363	60.209342	
57.000000	60.209342	60.325442	
53.000000	60.325442	60.470567	
52.000000	60.470567	60.528617	
52.000000	60.528617	60.778231	
55.000000	60.778231	60.813061	
56.000000	60.813061	61.126531	
59.000000	61.126531	61.289070	
59.000000	61.289070	61.387755	
59.000000	61.387755	61.440000	
59.000000	61.440000	61.933424	
55.000000	61.933424	62.235283	
75.000000	62.775147	62.879637	
52.000000	63.094422	63.378866	
61.000000	63.378866	63.680726	
57.000000	64.214785	64.499229	
57.000000	64.505034	64.772063	
52.000000	64.772063	64.975238	
52.000000	64.975238	65.044898	
52.000000	65.044898	65.114558	
53.000000	65.114558	65.178413	
52.000000	65.178413	65.253878	
86.000000	65.253878	65.335147	
49.000000	65.335147	65.428027	
50.000000	65.428027	65.468662	
49.000000	65.468662	65.503492	
49.000000	65.503492	65.590567	
52.000000	65.590567	65.689252	
52.000000	65.689252	65.892426	
57.000000	65.892426	66.136236	
71.000000	66.136236	66.467120	
50.000000	66.467120	66.745760	
52.000000	66.745760	66.867664	
53.000000	67.105669	67.140499	
52.000000	67.140499	67.250794	
52.000000	67.250794	67.320454	
54.000000	67.320454	67.465578	
49.000000	67.599093	67.802268	
57.000000	67.802268	68.092517	
48.000000	68.167982	68.498866	
70.000000	68.684626	68.754286	
53.000000	69.514739	69.903673	
50.000000	69.903673	70.025578	
55.000000	70.025578	70.147483	
59.000000	70.147483	70.292608	
59.000000	70.292608	70.501587	
59.000000	70.501587	71.279456	
59.000000	71.279456	71.598730	
53.000000	71.691610	71.801905	
52.000000	72.161814	72.260499	
70.000000	72.260499	72.411429	
49.000000	72.411429	72.539138	
57.000000	72.539138	72.713288	
57.000000	72.713288	73.415692	
49.000000	73.566621	73.793016	
50.000000	74.094875	74.176145	
52.000000	74.176145	74.460590	
49.000000	74.460590	74.565079	
49.000000	74.565079	74.623129	
49.000000	74.623129	74.669569	
49.000000	74.669569	74.704399	
57.000000	74.704399	74.774059	
57.000000	74.774059	75.226848	
52.000000	75.522902	75.784127	
52.000000	75.784127	75.824762	
52.000000	75.824762	76.120816	
72.000000	76.120816	76.184671	
52.000000	76.184671	76.219501	
52.000000	76.219501	76.416871	
49.000000	76.544580	76.602630	
73.000000	76.602630	76.678095	
52.000000	76.678095	76.770975	
59.000000	76.770975	76.863855	
59.000000	76.863855	77.020590	
59.000000	77.020590	77.467574	
59.000000	77.467574	77.577868	
61.000000	77.577868	77.891338	
61.000000	78.100317	78.135147	
57.000000	78.135147	78.297687	
52.000000	78.384762	78.582132	
66.000000	78.582132	78.634376	
75.000000	78.634376	78.709841	
56.000000	78.889796	78.953651	
87.000000	78.953651	79.133605	
75.000000	79.133605	79.220680	
52.000000	79.220680	79.255510	
57.000000	79.255510	79.301950	
57.000000	79.301950	79.394830	
50.000000	79.394830	79.539955	
50.000000	79.539955	79.737324	
50.000000	79.737324	79.876644	
50.000000	79.876644	80.004354	
50.000000	80.004354	80.132063	
57.000000	80.132063	80.387483	
70.000000	80.404898	80.671927	
52.000000	80.735782	80.892517	
52.000000	80.892517	80.938957	
53.000000	80.973787	80.991202	
52.000000	81.229206	81.322086	
52.000000	81.322086	81.356916	
52.000000	81.356916	81.449796	
52.000000	81.449796	81.507846	
61.000000	81.507846	81.554286	
61.000000	81.554286	81.728435	
49.000000	81.792290	82.105760	
49.000000	82.105760	82.268299	
52.000000	82.268299	82.378594	
57.000000	82.378594	82.651429	
